What is a physician's assistant?	1
What are the educational requirements required to become one?	0
What does it cost?	0
What's the average starting salary in the UK?	0
What about in the US?	0
What school subjects are needed to become a registered nurse?	1
What is the PA average salary vs an RN?	1
What the difference between a PA and a nurse practitioner?	1
Do NPs or PAs make more?	1
Is a PA above a NP?	1
What is the fastest way to become a NP?	1
How much longer does it take to become a doctor after being an NP?	1
What are the main breeds of goat?	1
Tell me about boer goats.	1
What breed is good for meat?	0
Are angora goats good for it?	0
What about boer goats?	0
What are pygmies used for?	0
What is the best for fiber production?	0
How long do Angora goats live?	1
Can you milk them?	0
How many can you have per acre?	0
Are they profitable?	0
Tell me about the types of irregular heart beat.	1
How serious is an irregular heart beat?	1
What are the different types of tachycardia?	1
What is atrial flutter?	1
What causes it?	0
What's the difference between flutter and fibrillation?	1
How does afib affect an ECG?	1
Does it shorten your life?	0
What triggers it?	0
How do you stop an attack?	0
What is the best exercise for it?	0
What was the neolithic revolution?	1
When did it start and end?	0
Why did it start?	0
What did the neolithic invent?	1
What tools were used?	0
When was it brought to the british isles?	0
Describe the period that follows it.	0
What was its significance?	0
What were the houses like?	0
What are the best ways to cook a turkey?	1
Should I brine a turkey before smoking it?	1
How much salt do I use to brine it?	0
What kind of wood should I use?	0
How long should it be smoked for?	0
Is it healthy?	0
What can you do with leftovers?	0
How long are leftovers good for in the fridge?	0
What's a recipe for soup using it?	0
How about one for chili?	0
What are the most important US supreme court cases?	1
What did Plessy v. Ferguson establish?	1
How about Marbury vs Madison?	1
Was it unanimous?	0
What was the implication of Roe vs Wade?	1
What were the main arguments?	0
What was the point of Brown v Board of Ed?	1
What were the main arguments?	0
Why is it important today?	0
What are the different types of macromolecules?	1
Tell me about the characteristics of carbohydrates.	1
What are they composed of?	0
What is their basic structure?	0
What are the main types with examples of each?	0
Tell me about lipids.	1
What is their function?	0
What are the types?	0
What is the most common?	0
What is the difference between them and carbohydrates?	0
Why are carbs better?	0
What was the Securities Act of 1933?	1
What is exempt from it?	0
Why was it needed?	0
What was the reason for creating the 1934 act?	1
What is the largest securities exchange in the world?	1
How and when when was the NYSE created?	1
What was the first stock market?	1
Why is statistics important?	1
Why should one study it?	0
Tell me about its career options.	0
Are Data Scientists in high demand?	1
How much do they make on average in a year?	0
What is range?	0
Describe some different metrics to interpret it.	0
What are quartiles?	1
How do you find the lower and upper quartile?	1
How does water freeze?	1
What happens to its molecules?	0
Why isn't the bottom of the ocean frozen?	1
Can the bottom of the ocean freeze?	1
Where is the coldest place on Earth?	1
Does Dome Fuji have inhabitants?	1
Why is Antarctica so cold?	1
How cold is the water underneath the ice?	1
What is the biggest town?	0
What are futuristic designs?	1
How did this become a new trend?	0
Why are most of the constructions inspired by these designs?	0
What are the different domains where such designs have been adapted?	0
How has it affected technology?	0
How have the different giants in the business responded to this?	0
Has its introduction led to increase in business?	0
"If designs are already futuristic	0
What is a good age to get LASIK?	1
Give me a short description of the procedure.	0
What are its benefits?	0
What are the risks?	0
Describe experiences of some people who had it done.	0
Are there any good alternatives to it?	0
What is its success rate?	0
"Once it's done	0
Does the effect wear off with age?	0
What is tofu exactly?	1
How is it made?	0
What are its origins?	0
What is the best?	0
Is it a kind of cheese?	0
Can I eat it raw?	0
What are common ways to cook it?	0
In what cuisines is it popular?	0
Is it good for you?	0
Can it make you sick?	0
Is too much of it bad for you?	0
What are scalable data center network architectures?	1
What are some examples?	0
Describe the characteristics of FAT tree topology.	1
What routes can be taken by an upstream packet?	0
"Describe core	0
Are flows bidirectional?	0
How many forwarding rules are there in each layer of the tree?	0
Describe the jellyfish architecture.	1
Which architecture is more resilient to failure?	0
Tell me about the International Linguistics Olympiad.	1
How do I prepare for it?	0
How tough is the exam?	0
What kind of problems can I expect?	0
Tell me about the history of linguistics as a field.	1
Who was Panini and what were his contributions?	1
What is the link between linguistics and computer science?	1
What is a normal blood sugar level?	1
What does it mean if it's higher than this?	0
What is a dangerous level?	0
How do you bring it down quickly?	0
How fast can it rise?	0
And what if it's lower than normal?	0
How does this make you feel?	0
Do different activities lead to an imbalance?	0
Is there a relation between age and sugar levels?	1
What are the different forms of energy?	1
How can it be stored?	0
What type of energy is used in motion?	1
Tell me about mechanical energy.	1
Give me some examples.	0
Why is sound a form of mechanical energy?	1
How does it differ from potential energy?	0
Are potential and kinetic the same?	1
What type does chemical energy belong to?	1
What form of energy is used in eating?	1
Describe Uranus.	1
What makes it so unusual?	0
Tell me about its orbit.	0
Why is it tilted?	0
How is its rotation different from other planets?	0
What is peculiar about its seasons?	0
Are there any other planets similar to it?	0
Describe the characteristics of Neptune.	1
Why is it important to our solar system?	0
How are these two planets similar to each other?	0
Can life exist on either of them?	0
What is chemical energy?	1
Describe a chemical reaction.	1
How is it represented mathematically?	0
Give me an example.	0
What are the different kinds of reactions?	0
What is a decomposition reaction?	1
How is it a chemical change?	0
What is a synthesis reaction?	1
Tell me the differences between synthesis and decomposition.	1
Describe cell membranes.	1
What are its important functions?	0
Tell me about the phospholipid bilayer.	1
What are its functions?	0
What if the membrane gets damaged?	0
Do they repair themselves?	0
Which nutrients may help in the repair process?	0
What is weathering?	1
What are its major types?	0
Tell me about chemical weathering.	1
How is it different from biological weathering?	0
Does it change the composition of rocks?	0
What is the end product of chemical weathering?	1
Give me an example.	0
What happens when quartz undergoes weathering?	1
What are the most common spices used in cooking?	1
How are they different from herbs?	0
Why do spices taste good?	1
Where do most of them come from?	0
What cuisines use them heavily?	0
What are the most popular Indian ones?	0
Tell me about turmeric.	1
Are there any benefits of consuming it?	0
What is the oldest spice?	1
What is the most expensive and why?	0
What are the main types of cattle farming?	1
What breeds produce the most milk?	0
How much do Holsteins produce?	0
What is special about Jersey milk?	1
Do we eat dairy cows?	1
What are the most common breeds for meat?	0
Where are angus beef from?	1
How much space do they need?	0
How can I help my friend stop smoking?	1
What are its long term effects?	0
Does it cause cancer?	0
What makes it so addictive?	0
Are there any alternatives to nicotine?	1
How effective are the patches?	0
Tell me about the cold turkey method.	0
Describe typical withdrawal symptoms.	0
Tell me about Orca whales.	1
Are they really whales?	0
How do they hunt?	0
What do they eat?	0
Where did they get their name?	0
Are they dangerous?	0
Where can go to watch them?	0
When is a good season for spotting them?	0
How does captivity affect them?	0
What defines a chemical element?	1
How are they related to the Periodic Table?	0
How is it organised?	0
How does a chemical compound differ from an element?	1
What are different types of compounds?	0
How are they formed?	0
Which ones are important for the human body?	0
What are important ones used on a daily basis?	0
What comprises a balanced diet?	1
Is it the same for men as well as women?	0
What are some specific recommendations for women?	0
Are dairy products necessary for a good health?	0
Can it harm you instead?	0
How necessary is fiber?	0
What happens if it's consumed in a smaller amount than recommended?	0
Describe global warming.	1
What are its dangers?	0
Are there any methods to prevent it getting worse?	0
What can I do at an individual level?	0
How do I reduce my carbon footprint?	1
Is the US government doing anything about it?	0
How is overpopulation related?	0
What is the British Invasion in music?	1
What era did it happen?	0
What genre did it involve?	0
What is so special about it?	0
Which bands were a key part?	0
What was the leading band and what was its role?	0
Is it related to any other musical movements?	0
What was its impact on American music?	0
What other music movement succeeded it?	0
What are some advantages of using Linux?	1
Can I run Windows software in it?	0
How does it compare to Windows?	0
Which of these is more popular?	0
How do I install software on it?	0
What is an easy way to install Python?	0
Tell me about how I can share files.	0
Tell me about the history of toilets.	1
Where does the term come from?	0
Where and when was the first invented?	0
Why do the Brits call it a loo?	0
What came before them?	0
When did indoor versions become common?	0
How many types are there?	0
Why are they so important for society?	0
What is their role in film?	0
What is the US Electoral College?	1
How does it work?	0
Tell me about its creation.	0
Why was the system chosen?	0
How has it changed over time?	0
What if the electors don't vote for the pledged candidate?	0
How has this changed election outcomes?	0
Who are the Hamilton Electors and what were they trying to do?	1
How would the College be abolished?	0
How does the National Popular Vote Interstate Compact work?	1
Is it legal?	0
What is Lyme disease?	1
How do you get Lyme Disease?	1
How does it make you feel?	0
What happens if it goes untreated?	0
Can it kill you?	0
How reliable is the test?	0
Can it be cured?	0
What is Chronic Lyme?	1
What does it mean to be a vegan?	1
What is the environmental argument for it?	0
Do you need milk for strong bones?	1
What are other good sources of calcium?	0
"If you don't eat any meat	0
What are good sources of vitamin B12?	1
Does it help you lose weight?	0
What about its health effects versus being vegetarian?	0
How does the environmental impact compare between them?	0
Why is the drinking age in the US 21 and not 18?	1
What were the pros and cons?	0
Tell me about the negative health effects of drinking.	1
How does binge drinking affect development?	1
Can it damage mental health?	0
What are the short and long-term effects of usage on brain chemicals?	0
Are alcoholics generally depressed?	1
What are the effects on vitamins and minerals?	0
Are there any benefits?	0
What is Chattanooga famous for?	1
What is there to do in downtown Chattanooga?	1
Are there tourism activities related to trucks or trains?	0
Are there any related to Bessie Smith?	0
Can I visit some nearby distilleries?	0
"What is Rock City	0
Are special events held there?	0
What kind of food is Chattanooga known for?	1
What are some interesting things around Ann Arbor?	1
Tell me about when the city was founded.	0
How does it relate to the establishment of the University?	0
Does the Museum of Art have any special collections?	0
What is the South Pond Nature Area?	1
Are there any film festivals?	0
How about for jazz?	0
What are popular bars or clubs where I can listen to it?	0
What causes acidic reflux in the morning?	1
Does it have long term side effects?	0
What is the best OTC for it?	0
What are the side effects of long term PPI use?	1
Tell me about natural treatments.	0
What foods cause it?	0
What ones reduce it?	0
How does exercise affect it?	0
What dog breed is the best for playing?	1
What kind should I get if I’m allergic?	0
How about big and active dogs?	0
Do big dogs live longer than small dogs?	1
Will I need to put a lot of time into training?	0
Tell me about some breeds that are independent and can be left home all day.	0
How much does a Irish Wolfhound weigh?	1
How much do they cost?	0
Why is learning a second language difficult?	1
At what age is it harder and why?	0
"If I already know English	0
How can I begin learning Norwegian?	1
Is it easier to learn than Spanish?	0
What other languages are closest to it?	0
Describe some of its similarities with Danish.	0
How did all these languages evolve?	0
How is it related to Old Norse?	0
Are there advantages of knowing multiple languages?	1
Why is Boise called the city of trees?	1
How did it get its name?	0
What is there to do in the summer?	0
What are popular hiking trails?	0
Tell me about the Oregon Trail Reserve.	1
Tell me about the history of the Boise Greenbelt.	1
What is the controversy around it?	0
What is the main function of a virtual machine?	1
What are its advantages?	0
Describe some of its disadvantages.	0
How do they work?	0
What are the main types of VMs?	1
What is their role in cloud computing?	0
How is a container different?	0
What is the advantage of Docker?	1
How is it related Kurbenetes?	0
How do I save for a child’s college education in the US?	1
What is a 529 plan?	1
How does it work?	0
What are the main advantages?	0
What about disadvantages?	0
How long have they been around?	0
What are the types of plans?	0
What can the funds be used for?	0
What happens if it’s not used?	0
How does a ESA compare?	0
Describe the Afra tanker scale.	1
Why was it developed?	0
What are supertankers?	1
Describe their invention.	0
What are the important factors led to their development?	0
What was the role of the Six-Day War?	1
How many barrels can a VLCC ship carry?	1
What is the largest in the world?	0
What new problem did increased scale create?	0
Describe crude oil washing.	1
Is Red Bull bad for you?	1
Can it kill you?	0
How much can you drink in a day?	0
What is taurine?	1
What are its health effects?	0
"In general	0
Why are they harmful when mixed with alcohol?	0
What is the argument for their age restriction to kids?	0
Where are they banned to minors?	0
Describe the oceanic crust.	1
What are the main layers?	0
How does it differ from the continental crust?	0
Which is younger and why?	0
Where is the youngest oceanic found?	1
What about the oldest?	0
What is seafloor spreading?	1
What is its significance?	0
How is ocean crust formed?	1
Is it being recycled?	0
How can you tell if someone is suffering from depression?	1
What are common types?	0
What causes it?	0
What is the role of brain chemicals?	0
Does a lack of sunlight cause it?	0
How can you treat SAD?	1
What is the role of melatonin?	0
How are anxiety and depression related?	1
What treatments exist for depression?	1
What is CBT and how does it work?	0
Tell me about the benefits of yoga.	1
Does it help in reducing stress?	0
What are some of the main types?	0
What type is best for losing weight?	0
What are common poses in Bikram yoga?	1
Why is mindful breathing important?	1
Does it help relieve asthma?	0
What is the Surrealism movement in art?	1
What are its characteristics?	0
Tell me about its founding.	0
Tell me about the series of manifestos.	0
How is it different from Dada?	0
What is its importance?	0
Who are the most famous artists?	0
Why did Dali choose surrealism?	1
What are his most iconic works?	0
Is it still used today?	0
What has its impact been on other fields?	0
What is blockchain?	1
What problem does it solve?	0
How does it work?	0
What are the types of networks?	0
Tell me about its invention.	0
How is it related to cryptocurrencies?	0
How is Bitcoin generated?	1
How secure is blockchain?	1
What are its other uses in business?	0
What are the implications for society?	0
What are the types of pork ribs?	1
What are baby backs?	0
What are the differences with spareribs?	0
What are ways to cook them?	0
How about on the bbq?	0
Describe the 321 method.	0
How long do they take to smoke?	0
How do you know when they are done?	0
What is in a typical rub?	0
What’s the best style of sauce for them?	0
What’s in Kansas City style sauce?	0
What is nominal GDP?	1
Why is it not a good measure?	0
What is the difference with real?	0
How is it related to gross national income?	0
What is the meaning of GNI?	1
How is inflation affected by high GDP growth?	1
What is the relationship between inflation and unemployment?	1
What is frictional unemployment and why is it important?	1
Is it bad for the economy?	0
How can the government reduce its level?	0
Tell me about lavender plants.	1
What are the different types?	0
What places are famous for them?	0
Are they safe to eat?	0
What variety is best for cooking?	0
How is it used?	0
What is it good with?	0
What are the health benefits of its oil?	0
Are there any side effects?	0
What is solar energy?	1
What are its main uses?	0
Why is it important?	0
What are advantages of solar energy?	1
What is the cost of solar power?	1
How is being used in rural Africa?	0
Tell me more about solar cookers work.	1
How is solar used in architecture?	0
What are important projects?	0
Can it be used to power cars?	0
What are mammals?	1
What are their key characteristics?	0
How many legs do they have?	0
What is the largest one on land?	0
What is the largest in the world?	0
What about in the UK?	0
What about the largest to ever walk the earth?	0
Tell me about Blue whales.	1
How much do they weigh?	0
Where do they live?	0
What do they eat?	0
Where can we see them?	0
What do Spanish people do on Christmas day?	1
What do they eat for dinner?	0
How about on Christmas eve?	0
What is the Christmas Lottery?	0
How does the drawing work?	0
How are the tickets sold?	0
What is Tió de Nadal?	1
How did this tradition start?	0
How do they celebrate Three Kings Day?	1
What cakes are traditional?	0
Who is the most successful pirate of all time?	1
Who is the most famous female?	0
Tell me more about Ching Shih.	1
What were her code of laws?	0
How did she die?	0
Who was Anne Bonny?	1
What was she famous for?	0
Who was she married to?	0
How did Calico Jack die?	1
What happened to Anne?	0
What are the pros and cons of electric cars?	1
Tell me more about Tesla.	1
Why did Elon Musk start it?	0
What models are available?	0
What is the best selling?	0
What is unique about the Model 3?	0
What are the safety features?	0
Why is it building Gigafactories?	0
What makes the batteries unique?	0
How long can they last?	0
Tell me more about autopilot.	1
Does it support full self-driving?	0
What are important literary elements?	1
What is the difference between them and literary devices?	0
What is a genre?	0
What are the most important ones?	0
What is a trope?	0
What are important examples in fantasy?	0
What is the definition of allegory?	1
What are some important modern uses?	0
What are the different types of foreshadowing?	1
What is an example?	0
What were the purposes of the Lewis and Clark expedition?	1
What were important plants and animals they discovered?	0
What were the diplomatic objectives?	0
What were the Native American tribes that they encountered?	0
How did Sacagawea help them?	0
Did they find the Northwest Passage?	0
What was the purpose of Fort Mandan?	0
How did they spend the next winter?	0
What happened to Fort Clatsop?	0
What was the impact of the expedition?	0
When did The Carpenters sign with A&M Records?	1
What song was their first hit?	0
When did Karen die?	0
Karen had what eating problem?	0
and how did she die?	0
Does Bradley Cooper star in American Hustle?	1
When was he born?	0
And who composed?	0
Did the movie win a Golden Globe award?	0
How long is the movie?	0
What year did the Carpenters sign with A&M Records?	1
What song was their first hit?	0
What's the date of Karen's death?	0
What disorder did Karen have?	0
What caused her death?	0
Which famous author wrote the fantasy book series Harry Potter?	1
Which book was the first one written?	0
What novel was the final one?	0
What character joins Harry Potter after being saved by him?	1
The series consists of which amount of books?	0
Lethal Weapon is on what network?	1
What was the first episode date?	0
Where is it set?	0
What's the name of the two cops?	0
What actors played those roles?	0
From which country is the band Queen ?	1
and when were they founded ?	0
Who influenced the band ?	0
How many awards did they recieve ?	0
Place where the band formed?	0
How many seasons of Friends were there?	1
Who produced the show?	0
Who distributed the show?	0
What was the theme song called?	0
Where did Jennifer Aniston and David Schwimmer both work?	1
What was Elvis Presley given name?	1
What is Elvis Presley birthday?	1
Where did Elvis Presley live?	1
Was Elvis in the military?	0
What year did Elvis sing Jailhouse Rock?	1
What's the place of birth of Manuel Neuer?	1
What state of Germany does his birth place belong to?	0
What's the capital?	0
Does it have an airport?	0
What's the name of the main soccer club there?	0
In what year was the film Black Panther released?	1
Black Panther played by who?	1
Does the larger Marvel universe include Black Panther?	1
Directed by who?	0
Has Black Panther been in other Marvel films?	1
Did The Black Eyed Peas form in 1998?	1
Where did they first get together?	0
What music do they play?	0
Do they have an official website?	0
Did Fergie leave the band in 2014 ?	0
Who was the Author of One Flew Over the Cuckoo's Nest?	1
In which year was it published?	0
What region is it's setting?	0
Did it go to Broadway?	0
Was it adapted for the big screen?	0
What English Premier League soccer team did David Beckham play for in 2002?	1
and who's he married to?	0
he won what award in 2012?	0
where's he from?	0
What other name is Harry Potter and the Philosophers Stone known by?	1
Who is the author?	0
What is the the title of the next book?	0
What is the fourth book called?	0
How many seasons did the TV show Friends air?	1
Who produced the show?	0
Who distributed the show?	0
What was the theme song for the show?	0
Where did Jennifer Aniston and David Schwimmer both work?	1
Who created The Orville?	1
What network airs it?	0
How long does an episode run?	0
What was the airdate of the first episode?	0
What's the name of the actress who is the Xelayan security chief?	1
Who plays the role of Queen Elizabeth II in the TV series The Crown?	1
who plays the queen's husband?	0
whom is the series a historical drama on?	0
the series was created by?	0
When did Mission: Impossible – Fallout come out?	1
what actor was the lead?	0
and who directed the movie?	0
what genre was the movie?	0
who was the film's production company?	0
What is the name of Celine Dion's husband ?	1
his death year?	0
and the cause of his death was?	0
Celine Dion's song in the movie Titanic?	1
her first English-languge album was called as?	0
What other name is Harry Potter and the Philosophers Stone known by?	1
Who is the author?	0
What is the next book?	0
Who is the author of the book Charlotte's Web?	1
Who is the publisher of Charlotte's Web?	1
When was the book published?	0
Did the book get an award?	0
What country was the book written?	0
What year did the TV show Breaking Bad premiere?	1
What's the name of the show's creator?	0
Which network did it air on?	0
What is the name of the actor who played Walter White?	1
Aaron Paul played which character on the show?	0
Who is the main creator of the series Supernatural?	1
How many seasons are there in 2018?	0
What actor plays the father for Sam and Dean?	0
Whats the yellow eyed demons name?	0
Who is the actor that plays Bobby Singer?	1
What is the full name of Kanye West?	1
Which genre does he play?	0
and what is his wife?	0
What was the first album?	0
Where did he drop out from to make music?	0
What's the place of birth of Manuel Neuer?	1
What state of Germany does his birth place belong to?	0
How is the capital city called?	0
Is there an airport?	0
What's the name of the main soccer club there?	0
Where does the idea of Game of Thrones come from ?	1
Directors of the TV series ?	0
How many episodes exists in 2018 ?	0
and where was it shown first ?	0
Where is the head quarter location ?	0
What movie by Steven Spielberg features a great white terroizing an island?	1
Where did the shark attack happen in Jaws?	1
Which person is attacked by the shark first in Jaws?	1
Who is the chief in Jaws?	1
What is the fishermans name in the movie Jaws?	1
The Los Angeles Galaxy are a member of what soccer league?	1
what's their home stadium?	0
when did the team start up?	0
did David Beckham play for them?	0
what was the coach's name in August 2008?	0
By whom is the character the unicorn in The Last Unicorn dubbed?	1
Did the voice actor work as a model in the past?	0
Is the movie based on a book?	0
By whom is the soundtrack?	0
In what style is their music typically?	0
What year was the movie Die Hard released?	1
And who is the primary actor?	0
Which director directed it?	0
Which book is the movie based on?	0
Who is the author of Ready Player One?	1
what kind of story is it?	0
was something created from the book?	0
what was the book's publisher?	0
and did the book win any awards?	0
When is the singer Halsey born?	1
Is the singer Lana Del Rey older than her?	0
And what album from Lana Del Rey did come out in 2014?	1
Who was the creator of the TV series M*A*S*H?	1
which network aired it?	0
who was the director?	0
it was about which war?	0
who played Hawkeye?	0
Did the book To Kill a Mockingbird win a Pulitzer Prize?	1
Which year did it win?	0
And in what genre?	0
Who was the author of the book?	0
Did it also win a National Book Award for Fiction?	0
Did The Black Eyed Peas form in 1998?	1
Where did they first get together?	0
What music category do they belong?	0
What is their official website?	0
Did Fergie leave the group in 2014?	0
David Beckham played for which English Premier League soccer team in the year 2002?	1
and who's he married to?	0
what award did he get in 2012?	0
country was he born?	0
What country is Fernando Torres from?	1
What club did he play for in 2012?	0
Which club won the Champions League that year?	0
Did Torres play for Spain's national team in 2010?	1
Who won the World Cup that year?	0
Who wrote Foundation?	1
When was it released?	0
Is it part of a series?	0
What is the name of the next book?	0
Is that the final part of the series?	0
What is McEntire's genre?	1
The name of the college she attended?	0
When is her birthday?	0
Where was Reba born?	0
Is she an actress?	0
Who is the author of Ready Player One?	1
what kind of story is it?	0
was something created from the book?	0
who published the book?	0
what awards did the book win?	0
What's the name of the main singer for Thirty Seconds to Mars?	1
In what year did the band come together?	0
Their latest release is called what?	0
When was it released?	0
What was their first album?	0
What is Post Malones gender?	1
Where did he go to university?	0
Is the album Stoney from him?	0
From which record label is it?	0
Which album was it followed by?	0
What movie by Steven Spielberg features a great white terroizing an island?	1
What lsland is Jaws located in?	1
Which person is attacked by the shark first in Jaws?	1
What is the Chiefs name in Jaws?	1
Who is the fisherman in Jaws?	1
What album did Sufjan Stevens release first?	1
What label released this album?	0
When was this singer born?	0
Under what genre does his music normally fall?	0
What college did he attend?	0
Which was the first club that Jonas Hector was playing for?	1
At which time did he play at that club?	0
For which club did he play after that?	0
At which year was the player born?	0
Name of the club Zlatan Ibrahimović was playing for in 2016/2017?	1
Was he born in the country of Manchester United F.C. from?	0
Country name of that club?	0
Did they win wc 2018?	0
Where was that event held?	0
What channel has been home to Saturday Night Live since it’s debut?	1
What’s the name of the show’s creator?	0
What Canadian city is he from?	0
On what day did it begin?	0
Who was the first host?	0
Where was the band Die Toten Hosen founded ?	1
In which country is the city located ?	0
In which year was the band founded ?	0
Are they playing punk rock ?	0
Is this genre part of the genres of the band Die Ärzte?	0
What year was the album Like A Virgin released?	1
what artist did the album?	0
and what style music was the album?	0
who produced the record?	0
the record label for the album was whom?	0
Who is the author of Foundation?	1
When did he release it?	0
Is it part of a series?	0
So what is the sequel?	0
Is that the final part of the series?	0
Name the club Lionel Messi is currently playing for?	1
who is the captain?	0
Where is he from?	0
What is the genre of the TV series Modern Family ?	1
Was How I Met Your Mother produced after Modern Family ?	1
What is the number of seasons until 2018?	0
