What is a physician's assistant?	1
In which city does the TV series play?	0
In which continent is this city?	0
Which country was the winner of the FIFA World Cup in 2018?	1
When was the final held?	0
At which stadium?	0
Who was the head coach of the winning team?	0
And the score at the end of the game was?	0
Who is the star of the TV show Elementary?	1
wasn't he in a movie too?	0
what's his costar's name	0
isn't the show based on a book series?	0
the show is part of what tv network?	0
Which cartoonist came up with The Simpsons?	1
What year was the first episode?	0
What character does the show focus on?	0
and who voices him?	0
The wife of Homer is who?	1
Who directed and screenwrote the incredibles?	1
Did he also produce the movie?	0
"What about the sequel	0
Did the first and the second movies both win academy award?	0
Genre of the book Eragon?	1
and who wrote it ?	0
and when was he born ?	0
When was the book published ?	0
Who is the publisher ?	0
Who performs Freddie Mercury in Bohemian Rhapsody?	1
Where is he born?	0
What is this actors field of work?	0
And who was the executive producer of the movie?	0
And who edited the movie ?	0
How long does the movie Angels & Demons take ?	1
Is there a movie that follows ?	0
Is Tom Hanks a cast member ?	0
In which country is he citizen ?	0
Name of the club Zlatan Ibrahimović was playing for in 2016/2017?	1
Was he born in the country of Manchester United F.C. from?	0
Country name of that club?	0
Did that country win 2018 wc?	0
Country name of that event?	0
Who plays Archie Andrews in Riverdale?	1
What about Jughead Jones?	0
What comic was it based on?	0
When was it released?	0
What about the television series?	0
What English Premier League soccer team did David Beckham play for in 2002?	1
and who's he married to?	0
what award did he get in 2012?	0
where's he from?	0
the city Maroon 5 comes from?	1
is it also where their vocalist and bassist were born?	0
what are the names of the ones who are not from LA among them?	0
which city he was born in?	0
anyone else in the band also born there?	0
How long does the movie Angels & Demons take ?	1
Is it part of a series ?	0
Is Tom Hanks a cast member ?	0
In which country is he citizen ?	0
Who wrote Law and Order?	1
Which channel did Law and Order come on?	1
What was the name of the actor who played Jack McCoy?	1
Who did Chris Noth play on Law and Order?	1
How many seasons was Law and Order?	1
What was the name of the author who wrote The Wonderful Wizard of Oz?	1
Can you name the Movie made from the book The Wonderful of Oz?	1
What is the name of the good witch in the The Wonderful Wizard of Oz?	1
When was The Wizard of Oz written?	1
What genre is this book?	0
Who played the part of Allison DuBois in the TV show Medium?	1
What cities DA did she work for?	0
What actor stared as the DA?	0
and who played Allison's husband?	0
What position did David Beckham play?	1
In what league did he play first?	0
What was the name of the school he went to?	0
Was Beckham in the 1998 World Cup?	1
What is the name of David Beckham's wife?	1
Who was the male lead actor in High School Musical?	1
What was the name of his character?	0
Who was the female lead actress?	0
Who played Sharpay?	0
Who was the director of the film?	0
The movie Die Hard was released in theaters in which year?	1
And who is the primary actor?	0
And what is the character's name that he plays?	0
Which director directed it?	0
Which book is the movie based on?	0
From what country is the band Green Day?	1
In what year did the band get started?	0
The band's lead singer is who?	0
What major record label signed them?	0
The first album released with Reprise Records was what?	0
Who directs The Matrix?	1
Complete title of Matrix 2?	1
Any sequel to Matrix 2?	1
Who is Hugo Weaving play there?	0
Who acted as Trinity there?	0
company that owns Zenit St Petersburg?	1
it also owns Moscow teams Dynamo and Spartak?	0
and among the three how many play in the russian premier league?	0
and which is the oldest?	0
how is their stadium called?	0
Who won the 2018 FIFA World Cup?	1
When was the final held?	0
What's the name of the stadium it was played at?	0
Who was the head coach of the winning team?	0
What was the score at the end of the final?	0
What is the genre of the TV series Modern Family ?	1
Was it produced before How I Met Your mother ?	0
What is the number of seasons until 2018?	0
What is the film location of the TV series?	0
In which continent is this city?	0
Who wrote the book One Flew Over the Cuckoo's Nest?	1
What year did it hit the shelves?	0
What state is it set in?	0
Was the book adapted to live theater?	0
Was it made for film?	0
By whom is the character the unicorn in The Last Unicorn dubbed?	1
Did the voice actor work as a model in the past?	0
Is the movie based on a book?	0
By whom is the soundtrack?	0
What genre do they play normally?	0
Who created The X-Files?	1
What year did the show debut?	0
What network did the show run on?	0
Who were the two main characters in the show?	0
What two actors portrayed those characters?	0
How long does the movie Angels & Demons take ?	1
Is there a movie that follows ?	0
How many screenwriters has the movie ?	0
Is Tom Hanks part of the movie ?	0
In which country is he citizen ?	0
What's the name of the league that Manchester United is a member of?	1
what's their home pitch?	0
who was the coach in 2017?	0
what song do their fans sing?	0
what was the first time they were in the cup finals?	0
Who is the singer of The Killers?	1
What about the drummer?	0
and he was born which date?	0
who of the killers was also born that year?	0
What's the name of the person who created the TV show Firefly?	1
Did he write some episodes too?	0
Who was the character Mal Reynolds played by?	0
When did the first episode air?	0
How many episodes in the series?	0
The movie Black Panther was released during what year?	1
What actor was Black Panther?	1
Does the larger Marvel universe include Black Panther?	1
Directed by who?	0
Does Black Panther show up in other movies?	1
Who plays Malorie in Bird Box?	1
What station is it on?	0
Who's the director?	0
When was it released?	0
Whats the rating?	0
When was the first short story about The Witcher released?	1
And the computer game The Witcher 1?	0
Which actor dubbed Geralt?	0
Is he still in The Witcher 3?	0
What's Ciri's full name?	0
Who is the writer of the fiction novel 1Q84?	1
the country that the author is from?	0
he won the World Fantasy Award for?	0
is he a recipient of Franz Kafka award?	0
Can you tell me the author of Watership Down?	1
What nationality is the author?	0
What is the year of his birth?	0
What kind of animal was the main character in the book?	0
What was the year the novel was published?	0
whom Anjelica Huston plays in The Addams Family?	1
number of kids of Morticia?	0
who playes the younger?	0
Who wrote the book Adventures of Huckleberry Finn?	1
Is Tom Sawyer in the book?	0
What is the name of the river in the book?	0
What company published the book?	0
Who's telling the story?	0
The movie Black Panther was released during what year?	1
What actor was Black Panther?	1
Is the movie part of MCU?	0
Directed by who?	0
Does Black Panther show up in other movies?	1
Who are the films The Wolf Of Wall Street and Shutter Island directed by?	1
Which one has the higher duration?	0
Which one has won more awards?	0
When was Wolf Of Wall Street published in the US?	1
Based on literature?	0
What kind of TV series is Modern Family?	1
Was How I Met Your Mother produced after Modern Family ?	1
What is the number of seasons until 2018?	0
What is the film location of the TV series?	0
Who was the novel Watership Down written by?	1
In what year was it published?	0
And what language was it written in?	0
Is it a part of the speculative fiction genre?	0
Did it earn a Carnegie Medal?	0
What is McEntire's genre?	1
Did she go to college?	0
What is Reba's birthday?	0
Her birthplace?	0
Does she act?	0
Who wrote the book The Stand?	1
What genre does the book fall in?	0
When did it come out?	0
Who was the publisher?	0
What did the characters call the illness that killed everyone?	0
How many members did Led Zeppelin have?	1
Which one they released first: Houses of the Holy or Physical Graffiti?	0
Is the rain song and immigrant song there?	0
Who is the lyricist of those songs?	0
Name of his previous band?	0
What year was Ender's Game published?	1
Who wrote it?	0
What is the book's genre?	0
Is it one book within a series?	0
How many books are in the series?	0
Who was the director for the movie The Great Outdoors?	1
Is The Great Outdoors a comedy?	1
Who is the writer for the movie The Great Outdoors?	1
Which two male actors were in The Great Outdoors?	1
Which movie company made The Great Outdoors?	1
Who plays Ruth Langmore in Ozark?	1
How many seasons?	0
How many seasons daredevil?	1
Who plays as Daredevil?	0
Is Daredevil in Infinity War?	1
What other name is Harry Potter and the Philosophers Stone known by?	1
Who wrote it?	0
What is the the title of the next book?	0
What is the name of the third book?	0
Who performs Freddie Mercury in Bohemian Rhapsody?	1
His place of birth?	0
What is his occupation?	0
Who produced the film?	0
What about the film editor ?	0
What is the name of the creator for The X-Files?	1
In what year did the show come out?	0
On what network did it air?	0
The show was about what two main characters?	0
Who played those characters?	0
Who created the TV show Breaking Bad?	1
Did he recieve any award's for that show?	0
What other show's has he worked on since Breaking Bad ended?	0
What year did that show's first episode air?	0
Have there been any awards given out for that show in 2019?	0
What is the birthplace of Dolly Parton?	1
What is the name of her husband?	0
When was she born?	0
Does she have a middle name?	0
Which song won her a Grammy Award in 1981?	0
Name the Star Wars creator.	1
When was it released?	0
Who played Luke?	0
what actress played Leia?	0
Did Bastian Schweinsteiger receive any awards while he played for FC Bayern München?	1
Did he play for the German National team when he got one of those awards?	0
What's the name of his brother?	0
What does he do for a living?	0
Did he also play in the German National Team?	0
Who was the director of the movie Scream?	1
Sidney Prescott was play by who?	0
What year did Scream came out?	1
What is the name of the screenwriter?	0
Who did Courteney Cox play in the movie?	0
Who wrote the book One Flew Over the Cuckoo's Nest?	1
What year did it hit the shelves?	0
What region is it's setting?	0
Did it go to Broadway?	0
Was it made for film?	0
What is the place of birth of Jürgen Klopp ?	1
date of birth ?	0
In which club was he trainer in 2014 ?	0
When was Beverly Hills Cop published in the USA?	1
What was the publication date in Germany?	0
Who stared as Axel Foley?	0
Films together with James Earl Jones?	0
What network was Vampire Diaries on?	1
It came out when?	0
Who was the main character?	0
Who played her?	0
When was she born?	0
Who is the voice actor of the unicorn in The Last Unicorn?	1
Did the voice actor work as a model in the past?	0
Is the movie based on a book?	0
Who provided the music for the movie?	0
In what style is their music typically?	0
"In the series Medium	0
What cities DA did she work for?	0
What actor stared as the DA?	0
What actor played Allison's husband?	0
How many seasons did it run?	0
Taylor Swift's record label?	1
Who is her father?	0
What is his occupation?	0
When did she release Fearless?	0
What is the name of the creator for The X-Files?	1
What year did the show debut?	0
On what network did it air?	0
The show was about what two main characters?	0
Who played those characters?	0
How many seasons is Parks and Recreation?	1
Who played as a character and also produced the series?	0
Did the series also feature Chris Pratt?	0
Were they born in the same city?	0
When was Eddie Pope born?	1
Pope played for which team first?	0
Type of player?	0
Where was he born?	0
What year did he play in the Summer Olympics?	0
What is the home country for Manchester United?	1
What league does it compete in?	0
In what year did the team begin?	0
How many league titles has the team won?	0
Who's the team manager in the first half of 2019?	0
Did Crazy Rich Asians come out in 2017?	1
Who directed it?	0
Who was the screenwriter?	0
What is the MPAA film rating?	0
Where is the narrative location set?	0
When is the singer Halsey born?	1
Is she younger than the singer Lana Del Rey?	0
And what album from Lana Del Rey did come out in 2014?	1
What about 2017?	0
Are they the same music genre?	0
Who is the head coach for the US Men's National Soccer Team?	1
When did he get the job?	0
What year was the team founded?	0
Have they ever won the world cup?	0
How many world cup has the team been in?	0
Who is the author of Foundation?	1
When was it released?	0
Is it part of a series?	0
What is the name of the next book?	0
Is that the final part of the series?	0
In what year was Ender's Game written?	1
Who wrote it?	0
What is the book's genre?	0
Is it one book within a series?	0
How many books are in the series?	0
What year did Saving Private Ryan first show in the US?	1
What little known actor starred in this movie?	0
"Who starred as ""Captain Miller"" in the movie?"	0
Who was the director of the movie?	0
Where is the opening scene?	0
Who wrote the book Adventures of Huckleberry Finn?	1
Is Tom Sawyer in the book?	0
Where is the book suppose to take place?	0
Who was the publisher?	0
Which character tells the story?	0
Led Zeppelin had how many band members?	1
Which one they released first: Houses of the Holy or Physical Graffiti?	0
Is the rain song and immigrant song there?	0
Who is the lyricist of those songs?	0
Name of his previous band?	0
The album Thriller was made by what musician?	1
when did it come out?	0
Name the club Lionel Messi is currently playing for?	1
Who was named captain of this club?	0
Where is he from?	0
Who is the author of the book To kill a Mockingbird?	1
the book's genre?	0
the novel's Pulitzer prize winning year?	0
name of the movie based on this book?	0
who directed the movie?	0
The Wall was an album made by what band?	1
and what type music was it?	0
who made the cover art?	0
and the producer was who?	0
who was the American record label?	0
Who is the author of the book Charlotte's Web?	1
what is charlotte?	0
what species is charlotte's friend?	0
what kind of book?	0
the authors birthdate?	0
Vampire Diaries aired on what network?	1
It came out when?	0
Who was the main character?	0
What was the actress's name?	0
When was she born?	0
On which book is the series Game of Thrones based ?	1
What about the creators ?	0
What is the number of episodes in 2018 ?	0
What was the original network ?	0
Which competitions do the Champions League winners qualify for?	1
and the competition started in?	0
the winners of the Champions League in 2018?	1
Who created The Orville?	1
What network is it on?	0
How long does an episode run?	0
What was the airdate of the first episode?	0
What's the name of the actress who is the Xelayan security chief?	0
Where does the band Queen come from ?	1
and when were they founded ?	0
Who influenced the band ?	0
number of recieved awards ?	0
Place where the band formed?	0
Which competitions do the Champions League winners qualify for?	1
and the competition started in?	0
who won the competition title in 2018?	0
which team did the winners defeat?	0
the man of the match was?	0
Which actor starred in the role of Amenadiel in Lucifer?	1
What about Mr Morningstar?	0
When was the actor born?	0
What about D. B. Woodside?	0
Does the series relate to the DC comics' Lucifer?	0
"Which band produced the album known as the ""dark side of the moon""?"	1
What lead singer is no longer part of Pink Floyd?	1
Who was pink floyds first lead vocalist?	1
Who is the leader in 2018?	0
Which pink floyd album is a movie?	1
What's the name of the person who created the TV show Firefly?	1
Was he a screenwriter on any of the episodes?	0
And which actor played Mal Reynolds?	0
And which date did the first episode premiere on television?	0
There were how many episodes?	0
Who is the author of the book Charlotte's Web?	1
Who published the book?	0
When was the book published?	0
What award did the book get?	0
Where was the book written?	0
How many seasons of Friends were there?	1
Who was the producer?	0
Who distributed the show?	0
What was the theme song called?	0
Where did Jennifer Aniston and David Schwimmer both show up?	0
What is the subtitle of the book Fire and Fury?	1
Who wrote it?	0
Date of publication?	0
The subjects name?	0
Birthdate of the author?	0
What was the name of the director of the movie Scream?	1
Which actress played Sidney Prescott?	0
What year did Scream came out?	0
Who wrote the screenplay?	0
Who did Courteney Cox play in the movie?	0
Who is the creator of The Orville?	1
What network airs it?	0
What's the runtime of an episode?	0
What was the airdate of the first episode?	0
Who is the actress who plays the Xelayan security chief on the show?	0
Where does the idea of Game of Thrones come from ?	1
What about the creators ?	0
How many episodes exists in 2018 ?	0
and where was it shown first ?	0
By whom is the character the unicorn in The Last Unicorn dubbed?	1
Did the voice actor work as a model in the past?	0
Is the movie made from a book?	0
By whom is the soundtrack?	0
In what style is their music typically?	0
Who is the writer of the fiction novel 1Q84?	1
the country that the author is from?	0
which of his books won the World Fantasy Award for the best novel?	0
is he a recipient of Franz Kafka award?	0
Did Mesut Özil play in the 2018 World Cup?	1
Name of his football club in 2014?	0
Name of the previous club?	0
When was Shoot to Thrill by AC/DC released?	1
Where are they from?	0
Is highway to hell from them too?	0
At which year did they release it?	0
Did The Black Eyed Peas first get together in 1998?	1
Where did they first get together?	0
What music do they play?	0
What is their official website?	0
Did Fergie leave the band in 2014 ?	0
What is the date of the death of Bob Marley?	1
Why did he die?	0
Mother's occupation?	0
Did his mother die after him?	0
First single hit in germany?	0
Was Topher Grace an actor in That '70s Show?	1
In what US state did the show take place?	0
Is it considered a sitcom?	0
Who created the show?	0
Was David Trainer a director of the show?	0
Did the book To Kill a Mockingbird win a Pulitzer Prize?	1
Which year did it win?	0
And in what genre?	0
Who was the author of the book?	0
Was the book also a winner of the National Book Award for Fiction?	0
Which network was the tv series Mash on?	1
Who played the head nurse?	0
Name of the theme music?	0
What was the first showing of Mash?	1
Who did Alan Alda play?	0
What is the name of the first book from The Lord Of The Rings book series?	1
How many parts?	0
Where is the author born?	0
What kind of show is Yellowstone?	1
Who plays John Dutton?	1
Who directed the television show?	0
What network is the show on?	0
Which state is the show suppose to be in?	0
The television show M*A*S*H was the creation of what person?	1
which network aired it?	0
what's the name of it's director?	0
it was about which war?	0
which actor played Hawkeye?	1
Name the songwriter of Something Just Like This.	1
Who performed the song?	0
Did they create other songs by 2018?	0
Album of the song?	0
release date album?	0
From which country is the band Queen ?	1
Who influenced the band ?	0
number of recieved awards ?	0
Place where the band formed?	0
To which club did CR7 move in 2018?	1
Country of this club?	0
And was their national team a participant of the world cup in 2018?	0
Which national team won the world cup?	0
Neymar played in the winner's national league in 2018?	1
What is the name of the creator for The X-Files?	1
In what year did the show come out?	0
What network did the show run on?	0
The show was about what two main characters?	0
What two actors portrayed those characters?	0
Who is the author of the book Inferno?	1
When was it published?	0
And what book was it followed by?	0
What is the authors date of birth ?	0
What is his place of birth?	0
Who wrote the novel Twilight?	1
When was it published?	0
Who's the human girl character in the book?	0
What character did she fall in love with?	0
What was he?	0
What is the name of Morty's grandpa in the Rick and Morty series?	1
As what does his grandfather work?	0
Is the series meant for adults or children?	0
Does it have violent content?	0
What's the american label for movies that are admitted for all age groups?	1
In what country is Major League Soccer located?	1
How many teams are there?	0
Do all the teams come from the US?	0
From what other countries are there teams?	0
How many are from that country?	0
How many seasons of Friends were there?	1
Who was the producer?	0
Who was the distributor?	0
What was the theme song for the show?	0
Where did Jennifer Aniston and David Schwimmer both show up?	0
Who is the author of the book To kill a Mockingbird?	1
the novel's Pulitzer prize winning year?	0
film name based on the book?	0
who directed the movie?	0
What was Stufjan Steven's first full length album?	1
Under which label was this album released?	0
When was he born?	0
What type of music does he write?	0
What college did he attend?	0
What country is the band Led Zeppelin from?	1
How many band members did they originally have?	0
What was the drummer's name?	0
What is their first album titled?	0
Who was the band's lead singer?	0
How many albums did Eminem release before the year 2000?	1
Which one was produced by Dr Dre?	0
What city was he born in?	0
Does it share a border with Los Angeles?	0
Which of those two is older?	0
What is the official abbreviation of the league name of Major League Soccer?	1
What countries participate in MLS?	1
What year was Major League Soccer created?	1
Who won league's first championship?	0
The first MLS championship game was at what venue?	1
Who authored the book Jaws?	1
When was it written?	0
Who published it?	0
It's in what genre?	0
Did it turn into a film?	0
Who is the voice of Buzz Lightyear in Toy Story?	1
what about Sheriff Woody?	0
who was Buzz named after?	0
What is the country of origin of the band Mumford and Sons?	1
And when were they founded?	0
What English Premier League soccer team did David Beckham play for in 2002?	1
what's his wife's name?	0
what award did he get in 2012?	0
where's he from?	0
What year was Ender's Game published?	1
Who is the author?	0
What genre is it?	0
Is it part of a series?	0
The series consists of how many books?	0
From what country did Led Zeppelin originate?	1
How many band members did they originally have?	0
Who was the band's drummer?	0
What is their first album titled?	0
And what was their lead singer's name?	0
What amount of albums did Eminem release in the 20th century?	1
And Dr Dre was the producer of which of those?	0
What city was he born in?	0
Does it share a border with Los Angeles?	0
Which of those two is older?	0
Did Mesut Özil play in the 2018 World Cup?	1
Name of his football club in 2014?	0
Name of the previous club?	0
Did this player in Spain national team in 2018 wc?	0
Who are the creators of the Vampire diaries tv show?	1
Who was casted as the main role?	0
who is stefan salvatore?	0
Who plays Damon?	0
what characters does Nina Dobrev play?	0
What kind of sport is played in the movie The Blind Side ?	1
Which player is represented ?	0
Who is the director of the movie ?	0
Where does the idea come from ?	0
Is it a book ?	0
Was Crazy Rich Asians released in 2017?	1
Who directed it?	0
Who was the screenwriter for the movie?	0
What is the MPAA film rating?	0
Where is the narrative location set?	0
In what year was the book The Hobbit published?	1
The author published more than one book?	0
When was The Wizard of Oz first released in theaters?	1
Which actress played Dorothy Gale in that movie?	0
And who wrote the book it was based on?	0
And what's the name of the song Dorothy sings?	0
And who wrote the song?	0
What's the name of the league that Manchester United is a member of?	1
where do they play their home games?	0
who was the coach in 2017?	0
what song do their fans sing?	0
when was their first FA cup finals?	0
Who is the author of The Shining?	1
Does it have sequel?	0
The shining movie adaptation?	0
Any TV Series from the book?	0
When did The Carpenters sign with A&M Records?	1
What was their first hit?	0
When did Karen die?	0
What disorder did Karen have?	0
and how did she die?	0
The Wall was an album made by what band?	1
the style of music was?	0
who made the cover art?	0
who was it produced by?	0
who was the American record label?	0
What kind of show is Yellowstone?	1
Who plays John Dutton?	0
Who's the director?	0
What channel is the television show on?	0
Where is the show location?	0
Which network was the tv series Mash on?	1
What is the name of the actress who played the head nurse?	0
What was the name of the opening music?	0
What was the first showing of Mash?	0
What was Alan Alda character's name?	0
Tony Stark was played by what actor in The Avengers movie?	1
Hulk was played by what actor?	0
what was the director's name?	0
was he also the screenwriter?	0
it was produced by which company?	0
What was Elvis Presley given name?	1
What is Elvis Presley birthday?	1
Where did Elvis Presley live?	1
What branch of the military was Elvis in?	0
Jailhouse rock was released what year?	1
What is the name of the league David Beckham played first?	1
What was his player position?	0
when did he get into the football Hall of Fame?	0
When did he receive PFA Young Player of the Year?	0
What's the wifes name?	0
where the administration of Dynamo Dresden sits?	1
and when was it launched?	0
was the clud a holder of UEFA cup?	0
what about Indoor-Regio-Cup?	0
In which year then?	0
Was Kylian Mbappé a participant of the FIFA World Cup in 2018?	1
And what was his sports number there?	0
And in which country was the FIFA World Cup?	0
What about the FIFA World Cup in 2022?	0
And how many participants will there be?	0
Who came up with the idea for the TV show Breaking Bad?	1
Did he recieve any award's for that show?	0
What other show's has he worked on since Breaking Bad ended?	0
What year did that show's first episode air?	0
Did that show win any awards in 2019?	0
Who is the lead singer of Radiohead?	1
And who's the drummer?	0
When was he born?	0
And what was the name of their first major record?	0
How many songs are on it?	0
Where is the foundation location of the band Die Toten Hosen ?	1
In which country is the city located ?	0
In which year was the inception of the band ?	0
Are they playing punk rock ?	0
Is this genre part of the genres of the band Die Ärzte?	0
What is the name of the person who directed the Avatar movie?	1
What year did it come out?	0
Where did the movie take place?	0
Who did the music for the movie?	0
What two main characters did the movie take place around?	0
Who directed the 2018 film Deadpool 2?	1
And is it part of the X-Men series?	0
Is it considered part of the comedy genre?	0
Was Ryan Reynolds one of the screenwriters?	0
Did it cost under fifty thousand dollars to make?	0
Who performs Freddie Mercury in Bohemian Rhapsody?	1
What is his occupation?	0
Who produced the film?	0
And who edited the movie ?	0
Which famous author wrote the fantasy book series Harry Potter?	1
Which book was the first one written?	0
What novel was the final one?	0
Which new student joined Harry Potter in school after an incident?	1
The series consists of which amount of books?	0
Who wrote the book Great Expectations?	1
Was it written in 1861?	0
Who published it?	0
What's the genre of the book?	0
What was the main setting?	0
What team does Cristiano Ronaldo play for in 2019?	1
What country does that club represent?	0
What year was he born?	0
What position does he play?	0
What number does he wear?	0
What league was David Beckham in first?	1
when did he get into the football Hall of Fame?	0
When did he receive PFA Young Player of the Year?	0
What's the wifes name?	0
What is the home venue for Houston Dynamo?	1
And it's grand opening day?	0
What league do they play for?	0
Who coaches the team in 2018?	0
And the coach's country?	0
Which author wrote the novel 1Q84?	1
the country that the author is from?	0
he won the World Fantasy Award for?	0
did the author win the Franz Kafka Prize?	0
What's the coach's name for the US National Team?	1
He became head coach when?	0
When did the team start?	0
Did they ever when a world cup championship?	0
How many world cup has the team been in?	0
In what country does Sevilla FC play?	1
When was this club created?	0
Where is the headquarters of this club?	0
Have they ever won a Champions Cup?	0
Did they ever win La Liga?	0
Did the Los Angeles FC begin in 2008?	1
What sport does this team play?	0
What is their official website?	0
What is their home stadium called?	0
Who is the head coach of the team in 2018?	0
Who directed the 2018 film Deadpool 2?	1
And is it part of the X-Men series?	0
Is it considered part of the comedy genre?	0
Did Ryan Reynolds work as a screenwriter for the film?	0
Did it cost under fifty thousand dollars to make?	0
In what year did the television show Lost premiere?	1
Which network was this show on?	0
What was the final season of this show?	0
What composer did the music for this show?	0
What's the made up band that was part of this show?	0
Who created The Orville?	1
What network is it on?	0
What's the runtime of an episode?	0
What was the airdate of the first episode?	0
What's the name of the actress who is the Xelayan security chief?	0
